Speaker|Party|Speech ID|Gendered Terms
Thomas Erndl|CDU/CSU|183|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Liebe Soldatinnen; [Soldatinnen] Kollegen Liebe Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten Herr Kollege; [Kollege] Soldaten Herr Kollege Maier ich; [Steigerung] Zeit eine Steigerung und daher; [Kolleginnen] Deshalb liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen bleibt UNMISS; [Stammesführer] Konfliktmanagementprogramm für Stammesführer oder Projekte; [Kolleginnen] einbringen Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen es ist; [Präsidentin] Schluss Frau Präsidentin möchte ich; [Soldatinnen] ich allen Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten bei dieser
Vizepräsident in Dagmar Ziegler||184|
Ulrich Lechte|FDP|185|[Präsidentin] geehrte Frau Präsidentin Vielen Dank; [Kolleginnen] bleiben Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Werte Gäste; [Treiber] daraus resultiert Treiber der nie; [Helfer] gegen humanitäre Helfer vorbereiten Angesichts; [Staatsminister] geehrter Herr Staatsminister Annen nichts; [Helfern] gewordenen humanitären Helfern zivilen Helfern; [Helfern] Helfern zivilen Helfern und weiteren; [Helfer] verschleppten humanitären Helfer erschreckend hoch; [Helfer] 15 humanitäre Helfer im Südsudan
Vizepräsident in Dagmar Ziegler||186|[Kolleginnen] freundliche nette Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen gibt Das
Kathrin Vogler|DIE LINKE|187|[Präsidentin] verehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die Bundesregierung; [Milizenführern] Gaunern und Milizenführern Und das; [Häuser] Gesundheitsstationen bauen Häuser reparieren Stromleitungen; [Kindersoldaten] Einsatz von Kindersoldaten Und morgen; [Kindersoldaten] Reintegration von Kindersoldaten sie einstellen
Vizepräsident in Dagmar Ziegler||188|
Agnieszka Brugger|BÜNDNIS 90/DIE GRÜNEN|189|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die schlechten; [Helferinnen] Arbeit der Helferinnen und Helfer; [Helfer] Helferinnen und Helfer Dabei ist; [Kolleginnen] unverzichtbar Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen nach wie; [Präsident] ist der Präsident Salva Kiir; [Verbrecher] da diese Verbrecher ja immer; [Kollegin] Analyse der Kollegin Vogler –; [Kolleginnen] nicht Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen vor dem; [Soldatinnen] von 50 Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten Die geringe; [Außenminister] schwingen der Außenminister und die
Vizepräsident in Dagmar Ziegler||190|
Ursula Groden-Kranich|CDU/CSU|191|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ja wir; [Kindersoldaten] Es werden Kindersoldaten rekrutiert und; [Mitarbeitern] 500 zivilen Mitarbeitern Derzeit sind; [Soldatinnen] wenige deutsche Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten an dieser
Vizepräsident in Dagmar Ziegler||192|[Professor] geht an Professor Dr Patrick
Patrick Sensburg|CDU/CSU|193|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die UNMission; [Soldatinnen] Aufgabe unsere Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten leisten wenn; [Soldatinnen] gilt unseren Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten dass sie; [Soldatinnen] leisten unsere Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten wirklich einige; [Juristische] dass die Juristische Fakultät der; [Staatsminister] es – Staatsminister Annen hat
Vizepräsident in Dagmar Ziegler||194|
Präsident Dr. Wolfgang Schäuble||195|
Stephan Albani|CDU/CSU|196|[Präsidentin] geehrte Frau Präsidentin Meine lieben; [Kolleginnen] Meine lieben Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir sind; [Wissenschaftlerinnen] von klugen Wissenschaftlerinnen und Wissenschaftlern; [Wissenschaftlern] Wissenschaftlerinnen und Wissenschaftlern Er basiert; [Wissenschaftler] ich als Wissenschaftler mein halbes; [Mitarbeiterinnen] haben ihre Mitarbeiterinnen und Mitarbeiter; [Mitarbeiter] Mitarbeiterinnen und Mitarbeiter motiviert und; [Wissenschaftler] mir als Wissenschaftler nun wirklich; [Biotechnologie] in der Biotechnologie zu der; [Biotechnologie] die Gründungsoffensive Biotechnologie GOBio gefördert; [Unternehmer] Rolle der Unternehmer nicht vergessen; [Biotechnologie] in die Biotechnologie gehen Ich; [Spitzenforschern] Spitzenforscherinnen und Spitzenforschern exzellenten Universitäten; [Biotechnologien] Bereich der Biotechnologien Damit sind
Vizepräsident in Dagmar Ziegler||197|
Götz Frömming|AfD|198|[Präsidentin] geehrte Frau Präsidentin Sehr geehrte; [Kollege] Herren Lieber Kollege Albani also; [Gentechnologie] um die Gentechnologie die Biotechnologie; [Biotechnologie] Gentechnologie die Biotechnologie in Deutschland
Vizepräsident in Dagmar Ziegler||199|
Markus Paschke|SPD|200|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Meine sehr; [Gentechnologieunternehmen] Biotech und Gentechnologieunternehmen ist heute; [Gentechnologiebranche] Bio und Gentechnologiebranche ist enorm
Vizepräsident in Dagmar Ziegler||201|[Kollege] Lieber Kollege denken Sie
Markus Paschke|SPD|202|
Vizepräsident in Dagmar Ziegler||203|
Mario Brandenburg|FDP|204|[Präsidentin] Dank Frau Präsidentin – Liebe; [Kolleginnen] – Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ich hatte; [Gentechnologie] Umgang mit Gentechnologie im Lehrplan; [Biotechnologie] Gen und Biotechnologie hat auch; [Forscherinnen] extrem klugen Forscherinnen und Forschern; [Forschern] Forscherinnen und Forschern von mutigen; [Kolleginnen] tun Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen bei allem; [Kollege] an Lieber Kollege Frömming es; [Präsidenten] Wechsel beim Präsidenten gegeben und
Vizepräsident in Dagmar Ziegler||205|
Kirsten Tackmann|DIE LINKE|206|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Thema dieser; [Tierärztin] mich als Tierärztin schon manchmal; [Forstwirtschaft] Land und Forstwirtschaft oder der; [Fischerei] oder der Fischerei Dabei ist
Vizepräsident Wolfgang Kubicki||207|[Kollegin] Dank Frau Kollegin Dr Tackmann; [Kollege] ist der Kollege Harald Ebner
Harald Ebner|BÜNDNIS 90/DIE GRÜNEN|208|[Präsident] geehrter Herr Präsident Werte Kolleginnen; [Kolleginnen] Präsident Werte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Heute Vormittag; [Bundeskanzlerin] hat die Bundeskanzlerin zwei wichtige; [Wissenschaftlerinnen] Arbeit der Wissenschaftlerinnen und Wissenschaftler; [Wissenschaftler] Wissenschaftlerinnen und Wissenschaftler bei der; [Wissenschaftlerinnen] Deutschland forschenden Wissenschaftlerinnen und Wissenschaftler; [Wissenschaftler] Wissenschaftlerinnen und Wissenschaftler hier dafür; [Landwirtschaft] bei der Landwirtschaft reinpacken Sie; [Präsident] fertig Herr Präsident – Privatisierung
Vizepräsident Wolfgang Kubicki||209|[Kollege] Dank Herr Kollege Ebner –; [Kollegin] ist die Kollegin Katrin Staffler
Katrin Staffler|CDU/CSU|210|[Präsident] Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen mRNA Biotechnologie; [Biotechnologie] Kollegen mRNA Biotechnologie Gentechnik Mutationen; [Naturwissenschaftlerin] als einzige Naturwissenschaftlerin in einer; [Naturwissenschaftler] gänzlich keine Naturwissenschaftler waren Da; [Vorrednern] den beiden Vorrednern die ich; [Hoffnungsträger] falsch Die Hoffnungsträger sind alles; [Mitstreiter] und die Mitstreiter auf dem; [Produzenten] Körperzellen zu Produzenten einer spezifischen; [Kolleginnen] gesagt Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen von der; [Biotechnologie] Bereich der Biotechnologie möglich ist
Vizepräsident Wolfgang Kubicki||211|[Kollegin] Dank Frau Kollegin Staffler –; [Kollegen] ich den Kollegen René Röspel
René Röspel|SPD|212|[Präsident] Herr Präsident Meine sehr; [Biochemikerin] – die Biochemikerin weiß es; [Biotechnologie] noch behauptete Biotechnologie stoße auf; [Biotechnologie] Zum Thema Biotechnologie sage ich; [Biotechnologie] Zustimmung zu Biotechnologie in solchen
Vizepräsident Wolfgang Kubicki||213|[Kollege] Herr Kollege kommen Sie
René Röspel|SPD|214|[Arzt] kann der Arzt die Ärztin; [Ärztin] Arzt die Ärztin sie beseitigen; [Präsident] Satz Herr Präsident –
Vizepräsident Wolfgang Kubicki||215|
René Röspel|SPD|216|
Vizepräsident Wolfgang Kubicki||217|
Präsident Dr. Wolfgang Schäuble||218|
Präsident Dr. Wolfgang Schäuble||219|[Kolleginnen] ich die Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen die Sitzplatzwechsel; [Staatssekretär] Herrn Parlamentarischen Staatssekretär Dr Peter
Peter Tauber||220|[Präsident] Herr Präsident Meine sehr; [Soldaten] die Pandemie Soldaten empfinden ihren; [Soldatinnen] damit die Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten der Bundeswehr; [Soldatinnen] sind Unsere Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten verlassen sich; [Soldaten] wie unsere Soldaten uns nicht
Vizepräsident Wolfgang Kubicki||221|[Staatssekretär] Dank Herr Staatssekretär – Bevor; [Kollege] ist der Kollege Paul Podolay
Paul Viktor Podolay|AfD|222|[Präsident] Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die Beteiligung; [Bundeswehrsoldaten] Beteiligung der Bundeswehrsoldaten an der; [Berichterstattung] äußerst unzureichende Berichterstattung seitens der; [Volksvertreter] Missachtung der Volksvertreter Unsere Bürger; [Soldaten] schicken 650 Soldaten auf See; [Repräsentanten] Wir als Repräsentanten unserer Bürger
Vizepräsident Wolfgang Kubicki||223|[Kollege] Dank Herr Kollege Podolay –; [Kollege] dass der Kollege eine Maske; [Kollege] Wort der Kollege Dr KarlHeinz
Karl-Heinz Brunner|SPD|224|[Präsident] verehrter Herr Präsident Meine verehrten; [Kolleginnen] Meine verehrten Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die Operation; [Soldatinnen] auf die Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten guten Gewissens; [Abrüstungspolitiker] alleine“ Als Abrüstungspolitiker sage ich; [Kolleginnen] sehr verehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen sehen auch; [Präsident] handeln Herr Präsident meine sehr; [Soldatinnen] an unsere Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten Heute geht
Vizepräsident Wolfgang Kubicki||225|[Kollege] Dank Herr Kollege Dr Brunner; [Kollege] wird der Kollege Christian Sauter
Christian Sauter|FDP|226|[Präsident] geehrter Herr Präsident Kolleginnen und; [Kolleginnen] Herr Präsident Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Zunächst herzlichen; [Soldaten] dem deutsche Soldaten Präsenz gezeigt; [Soldaten] bei 650 Soldaten verbleiben Derzeit
Vizepräsident Wolfgang Kubicki||227|[Kollege] Dank Herr Kollege Sauter –; [Kollegin] ist die Kollegin Heike Hänsel
Heike Hänsel|DIE LINKE|228|[Präsident] Herr Präsident Sehr geehrte; [Kolleginnen] Sehr geehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die Bundesregierung
Vizepräsident Wolfgang Kubicki||229|[Kollegin] Dank Frau Kollegin Hänsel –; [Kollegen] Wort dem Kollegen Omid Nouripour
Omid Nouripour|BÜNDNIS 90/DIE GRÜNEN|230|[Präsident] Herr Präsident Meine Damen; [Ministerpräsidenten] einen neuen Ministerpräsidenten in Libyen
Vizepräsident Wolfgang Kubicki||231|[Kollege] Dank Herr Kollege Nouripour –; [Kollege] ist der Kollege Markus Grübel
Markus Grübel|CDU/CSU|232|[Präsident] Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Das Mittelmeer; [Staatssekretär] der Parlamentarische Staatssekretär Tauber hat; [Seewächter] gut Deutsch Seewächter – leistet; [Soldatinnen] an die Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten der Deutschen
Vizepräsident Wolfgang Kubicki||233|[Kollege] Dank Herr Kollege Grübel –; [Kollegin] ist die Kollegin Siemtje Möller; [Möller] Kollegin Siemtje Möller SPDFraktion
Siemtje Möller|SPD|234|[Präsident] Herr Präsident Verehrte Kolleginnen; [Kolleginnen] Präsident Verehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Zum 20; [Bündnispartner] sie versorgt Bündnispartner mit kritischen
Vizepräsident Wolfgang Kubicki||235|[Kollegin] Dank Frau Kollegin Möller –; [Möller] Frau Kollegin Möller – Letzter; [Kollege] ist der Kollege Christian Schmidt
Christian Schmidt|CDU/CSU|236|[Präsident] Dank Herr Präsident – Wenn; [Monitor] Operationen Maritime Monitor Sharp Guard; [Kollegin] NATO nicht Kollegin Möller hat; [Möller] nicht Kollegin Möller hat es; [Kollege] dabei ist Kollege Tauber hat; [Bundespräsidenten] einen frühen Bundespräsidenten zu diesem; [Soldatinnen] an die Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten
Vizepräsident Wolfgang Kubicki||237|[Kollege] Dank Herr Kollege Schmidt –
Präsident Dr. Wolfgang Schäuble||238|
Präsident Dr. Wolfgang Schäuble||239|[Kolleginnen] bitte die Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen wirklich zügig; [Kollegen] Redner dem Kollegen Dr Johannes
Johannes Fechner|SPD|240|[Präsident] Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Liebe Zuhörerinnen; [Zuhörerinnen] Kollegen Liebe Zuhörerinnen und Zuhörer; [Zuhörer] Zuhörerinnen und Zuhörer Wir in; [Kolleginnen] sein liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Kriminalität darf; [Kolleginnen] können liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ganz wichtig; [Staatsanwälte] 000 zusätzliche Staatsanwälte und Richter; [Richter] Staatsanwälte und Richter eingestellt werden; [Kolleginnen] halten Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen mit diesem; [Straftäter] wir dass Straftäter von ihrer
Vizepräsident Wolfgang Kubicki||241|[Kollege] Dank Herr Kollege Dr Fechner; [Kollege] ist der Kollege Stephan Brandner
Stephan Brandner|AfD|242|[Präsident] Herr amtierender Präsident Meine Damen; [Juristen] wie wir Juristen sagen über; [Geschäftspartner] Banken oder Geschäftspartner faktisch zu
Vizepräsident Wolfgang Kubicki||243|[Kollege] Dank Herr Kollege Brandner –; [Kollege] ist der Kollege Dr JanMarco
Jan-Marco Luczak|CDU/CSU|244|[Präsident] Herr Präsident Meine sehr; [Kolleginnen] Herren liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen warum gibt
Vizepräsident Wolfgang Kubicki||245|[Kollege] Herr Kollege kommen Sie
Jan-Marco Luczak|CDU/CSU|246|
Vizepräsident Wolfgang Kubicki||247|[Kollege] ist der Kollege Dr Jürgen
Jürgen Martens|FDP|248|[Präsident] geehrter Herr Präsident Meine Damen; [Normalbürger] Für den Normalbürger umgesetzt heißt; [Zahlungsdienstleister] Die entsprechenden Zahlungsdienstleister haben nämlich
Vizepräsident Wolfgang Kubicki||249|[Kollege] Dank Herr Kollege Dr Martens; [Kollege] ist der Kollege Friedrich Straetmanns
Friedrich Straetmanns|DIE LINKE|250|[Präsident] geehrter Herr Präsident Sehr geehrte; [Kolleginnen] Sehr geehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Der erste; [Rechtspolitiker] kommen Wir Rechtspolitiker und Rechtspolitikerinnen
Vizepräsident Wolfgang Kubicki||251|[Kollege] Dank Herr Kollege Straetmanns –; [Kollegin] aufrufen die Kollegin Canan Bayram; [Kollegin] gratuliere Frau Kollegin einen ganz; [Kollege] Geburtstag Herr Kollege
Canan Bayram|BÜNDNIS 90/DIE GRÜNEN|252|[Präsident] geehrter Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Liebe Kollegen; [Kollegen] Kollegen Liebe Kollegen von den; [Verbrecher] wir die Verbrecher ermitteln wollen; [Staatsanwalt] sagt ein Staatsanwalt In Deutschland; [Staatsanwälte] Staatsanwältinnen und Staatsanwälte in Italien; [Häuser] wem die Häuser gehören Bis
Vizepräsident Wolfgang Kubicki||253|[Kollegin] Frau Kollegin
Canan Bayram|BÜNDNIS 90/DIE GRÜNEN|254|[Kolleginnen] nicht liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen
Vizepräsident Wolfgang Kubicki||255|[Kollegin] Frau Kollegin kommen Sie
Canan Bayram|BÜNDNIS 90/DIE GRÜNEN|256|
Vizepräsident Wolfgang Kubicki||257|[Kollegin] Dank Frau Kollegin Bayram –; [Kollege] – Herr Kollege Birkwald heute; [Präsident] Rheinischen Der Präsident hat uns; [Kollegin] ist die Kollegin Susanne Mittag
Susanne Mittag|SPD|258|[Präsident] geehrter Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Bei Geldwäsche
Vizepräsident Wolfgang Kubicki||259|[Kollegin] Dank Frau Kollegin Mittag –; [Kollege] ist der Kollege Ingmar Jung
Ingmar Jung|CDU/CSU|260|[Präsident] Herr Präsident Meine Damen; [Geldwäscher] eine Horde Geldwäscher habe die; [Kollegin] werben Frau Kollegin Bayram herzlichen; [Koalitionspartner] ausdrücklich beim Koalitionspartner für die
Vizepräsident Wolfgang Kubicki||261|[Kollege] Dank Herr Kollege Jung –; [Kollege] ist der Kollege Alexander Hoffmann
Alexander Hoffmann|CDU/CSU|262|[Präsident] geehrter Herr Präsident Geschätzte Kolleginnen; [Kolleginnen] Präsident Geschätzte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Meine sehr; [Hellseher] ich kein Hellseher sein um; [Kollege] was der Kollege Jung vorhin
Vizepräsident Wolfgang Kubicki||263|[Kollege] Herr Kollege erlauben Sie; [Kollegen] Zwischenfrage des Kollegen Dr Martens
Alexander Hoffmann|CDU/CSU|264|
Jürgen Martens|FDP|265|[Kollege] Dank Herr Kollege – Stimmen; [Zahlungsdienstleister] haben die Zahlungsdienstleister darauf hingewiesen; [Zahlungsvermittler] so die Zahlungsvermittler bedeuten dass
Alexander Hoffmann|CDU/CSU|266|[Kollege] Herr Kollege Martens zwei; [Handwerker] – an Handwerker an das
Vizepräsident Wolfgang Kubicki||267|[Kollege] Dank Herr Kollege Hoffmann –
Präsident Dr. Wolfgang Schäuble||268|
Präsident Dr. Wolfgang Schäuble||269|[Schreiber] Abgeordneten EvaMaria Schreiber Dr Kirsten; [Landwirtschaft] Ernährung und Landwirtschaft Ausschuss für; [Kolleginnen] wiederum die Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen doch zügig; [Kollegen] Redner dem Kollegen Uwe Kekeritz
Uwe Kekeritz|BÜNDNIS 90/DIE GRÜNEN|270|[Präsident] Herr Präsident Werte Kolleginnen; [Kolleginnen] Präsident Werte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen In unserem; [UNSonderberichterstatter] durch den UNSonderberichterstatter für Menschenrechte; [Ministerin] tun Die Ministerin weiß auch; [Ministerin] untersagen Frau Ministerin Sie sind
Vizepräsident Wolfgang Kubicki||271|[Kollege] Dank Herr Kollege Kekeritz –; [Kollege] ist der Kollege Peter Stein
Peter Stein|CDU/CSU|272|[Präsident] Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Nahrung ist; [Landarbeiter] und ihre Landarbeiter zu schützen; [Endanwender] auch der Endanwender Verantwortung Wer; [Bauer] verantwortlich Der Bauer muss sich; [Landarbeiter] Gesundheit der Landarbeiter aber auch; [Importeure] sich die Importeure dann woanders; [Agrarökologie] liegt der Agrarökologie Gestern erst; [Agrarökologie] Ansatz der Agrarökologie verbessert und; [Entwicklungspolitiker] sind wir Entwicklungspolitiker lieber Uwe
Vizepräsident Wolfgang Kubicki||273|[Kollege] Dank Herr Kollege Stein –; [Kollege] ist der Kollege Dietmar Friedhoff
Dietmar Friedhoff|AfD|274|[Präsident] geehrter Herr Präsident Werte Kolleginnen; [Kolleginnen] Präsident Werte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen „Gefährliche Pestizidexporte; [Sachkunde] an ungenügender Sachkunde liegt Schlimm; [Landwirte] gängeln unsere Landwirte mit immer; [Landwirtschaft] Eine produktive Landwirtschaft in Deutschland; [Sekunden] alle vier Sekunden ein Mensch; [Landwirtschaftsfläche] zur begrenzten Landwirtschaftsfläche Diese muss; [Landarbeiter] Schutz der Landarbeiter Darin muss; [Landwirtschaft] und lohnende Landwirtschaft in Deutschland; [Gegenspieler] sind keine Gegenspieler Sie brauchen
Vizepräsident Wolfgang Kubicki||275|[Kollege] Dank Herr Kollege Friedhoff –; [Kollege] ist der Kollege Dr Sascha
Sascha Raabe|SPD|276|[Präsident] Herr Präsident Meine sehr; [Kolleginnen] sehr verehrten Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Es geht; [Landwirtschaft] in der Landwirtschaft Ich möchte; [Kolleginnen] sehr verehrten Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Damit schlage; [Landwirtschaft] in der Landwirtschaft sei es; [Landwirtschaft] in der Landwirtschaft zu Schaden; [Kollege] auch der Kollege Stein gesagt; [Entwicklungspolitiker] Entwicklungspolitikerinnen und Entwicklungspolitiker von CDUCSU; [Landwirtschaft] für unsere Landwirtschaft erhalten in
Vizepräsident Wolfgang Kubicki||277|
Sascha Raabe|SPD|278|
Vizepräsident Wolfgang Kubicki||279|
Stephan Protschka|AfD|280|[Präsident] Herr Präsident Sehr geehrter; [Kollege] Sehr geehrter Kollege danke dass
Sascha Raabe|SPD|281|[Kollege] Herr Kollege erst einmal; [Kollege] – Herr Kollege ich war; [Landwirtschaft] in der Landwirtschaft arbeiten Schäden; [Arbeiterinnen] während die Arbeiterinnen und Arbeiter; [Arbeiter] Arbeiterinnen und Arbeiter auf der; [Arbeiter] und die Arbeiter müssen dann; [Arbeitern] mit den Arbeitern gesprochen mit; [Präsidenten] mit dem Präsidenten Druck konnten; [Präsidenten] ich dem Präsidenten gesagt habe; [Arbeiter] wenn die Arbeiter auf den; [Entwicklungsminister] auch bei Entwicklungsminister Gerd Müller; [Müller] Entwicklungsminister Gerd Müller der sich; [Kollege] – der Kollege Stein sprach; [Agrarökologie] Antrag zur Agrarökologie eingebracht Das
Vizepräsidentin Petra Pau||282|
Christoph Hoffmann|FDP|283|[Präsidentin] Frau Präsidentin Meine sehr
Vizepräsidentin Petra Pau||284|[Kollege] Kollege Hoffmann gestatten
Christoph Hoffmann|FDP|285|
Harald Ebner|BÜNDNIS 90/DIE GRÜNEN|286|[Kollege] zulassen Herr Kollege Hoffmann Sie
Christoph Hoffmann|FDP|287|
Vizepräsidentin Petra Pau||288|
Kirsten Tackmann|DIE LINKE|289|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Es geht; [Plantagenarbeiterinnen] für die Plantagenarbeiterinnen weltweit doch
Vizepräsidentin Petra Pau||290|[Kollegin] Kollegin Tackmann gestatten
Kirsten Tackmann|DIE LINKE|291|[UNSonderberichterstatter] der zuständige UNSonderberichterstatter fordert eindringlich; [Hersteller] auch dass Hersteller für den; [Landwirtschaft] eine nachhaltigere Landwirtschaft weltweit Das
Vizepräsidentin Petra Pau||292|[Kollege] nun der Kollege Hermann Färber; [Färber] Kollege Hermann Färber das Wort
Hermann Färber|CDU/CSU|293|[Präsidentin] Frau Präsidentin Meine lieben; [Kolleginnen] Meine lieben Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Sehr geehrte; [Hersteller] dann die Hersteller die Produktion; [Vertragspartner] über 100 Vertragspartner unterzeichnet haben
Vizepräsidentin Petra Pau||294|[Kollege] Kollege Färber gestatten; [Färber] Kollege Färber gestatten Sie; [Kollegen] Bemerkung des Kollegen Konstantin von
Hermann Färber|CDU/CSU|295|
Konstantin von Notz|BÜNDNIS 90/DIE GRÜNEN|296|[Präsidentin] Dank Frau Präsidentin – Danke; [Kollege] Danke Herr Kollege Färber das; [Färber] Herr Kollege Färber das ist
Hermann Färber|CDU/CSU|297|[Hersteller] dass der Hersteller die Zulassung
Vizepräsidentin Petra Pau||298|
Präsident Dr. Wolfgang Schäuble||299|
Präsident Dr. Wolfgang Schäuble||300|[Kollege] hat der Kollege Marc Henrichmann
Marc Henrichmann|CDU/CSU|301|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen Liebe Kollegen; [Kollegen] Kolleginnen Liebe Kollegen Zum 1; [Straftäter] dass potenzielle Straftäter und Steuerhinterzieher; [Steuerhinterzieher] Straftäter und Steuerhinterzieher eine Möglichkeit; [Statistikdaten] ich die Statistikdaten kenne Deswegen; [Mitarbeiter] dass er Mitarbeiter eines bestimmten; [Hotelgewerbe] es Im Hotelgewerbe oder im; [Beherbergungsgewerbe] oder im Beherbergungsgewerbe läuft es
Vizepräsidentin Petra Pau||302|[Kollege] Herr Kollege bedecken Sie
Christian Wirth|AfD|303|[Präsidentin] Frau Präsidentin Werte Kollegen; [Kollegen] Präsidentin Werte Kollegen In diesen; [Gaststättengewerbe] und auch Gaststättengewerbe zu reden; [Waffenschmiede] aus der Waffenschmiede AltmaierScholz bleibt; [Steuerberater] niemand ohne Steuerberater versteht müssen; [Gastwirte] sind die Gastwirte und Beherbergungsstätten; [Staatsbürger] für deutsche Staatsbürger in Deutschland; [Betreiber] für die Betreiber sind Was; [Gasthäuser] Beherbergungsstätten und Gasthäuser und hören; [Unternehmer] was die Unternehmer Ihnen aus
Vizepräsidentin Petra Pau||304|[Kollege] nun der Kollege Helge Lindh
Helge Lindh|SPD|305|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Manchmal liebe
